법정동,지번,아파트이름,전용면적,계약년도,계약월,계약일,거래금액(만원),건축년도
영천동,677,동탄역경남아너스빌,84.0086,2021,7,14,"82,800",2016
기산동,468,행복마을 참누리 에듀파크(114동-120동),119.452,2021,7,21,"53,850",2006
기산동,467,행복마을 참누리 에듀파크(101동-113동),59.911,2021,7,20,"36,600",2006
기안동,910,신일해피트리,84.9745,2021,7,8,"28,000",2004
반송동,140,솔빛마을서해그랑블,100.705,2021,7,26,"84,000",2007
목동,491,힐스테이트동탄,74.9757,2021,7,27,"79,800",2019
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,7,21,"65,000",2007
정남면 발산리,490-12,동남훼미리,49.92,2021,7,28,"12,000",2000
장지동,923,금호어울림레이크2차,84.97,2021,7,17,"79,700",2019
병점동,866,다정마을신한에스빌1차,67.2567,2021,7,19,"40,500",2005
영천동,788,동탄역푸르지오,74.8664,2021,7,12,"91,000",2017
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,7,13,"65,900",2007
팔탄면 가재리,692-1,진우,39.6,2021,7,16,"8,000",2002
청계동,512,동탄역 시범우남퍼스트빌아파트,84.98,2021,7,17,"133,000",2015
목동,489,동탄동원로얄듀크2차,84.9889,2021,7,27,"72,500",2019
목동,479,동탄금강펜테리움센트럴파크Ⅳ,84.9723,2021,7,23,"66,000",2018
장안면 사곡리,170,산호,59.88,2021,7,27,"10,700",1996
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2021,7,17,"52,000",2018
반송동,101,동탄시범다은마을 메타역 롯데캐슬,84.157,2021,7,26,"70,000",2007
장지동,1009,레이크반도유보라아이비파크9.0,101.998,2021,7,20,"75,000",2017
청계동,525,동탄역시범호반써밋,84.9537,2021,7,17,"97,700",2015
기산동,476,에스케이뷰파크2차,59.9889,2021,7,26,"61,000",2017
남양읍 남양리,415,남양우림,59.301,2021,7,12,"17,000",2001
산척동,730,더레이크시티부영5단지,84.52,2021,7,24,"86,000",2018
오산동,1044,반도유보라아이비파크3,59.987,2021,7,17,"67,900",2016
반송동,212,나루마을월드메르디앙반도유보라,101.9599,2021,7,23,"72,500",2007
목동,491,힐스테이트동탄,61.9248,2021,7,24,"68,500",2019
기산동,464,삼성래미안1차,84.987,2021,7,17,"42,300",2003
향남읍 발안리,295,발안마을주공,51.74,2021,7,16,"22,000",2003
반월동,872,삼성래미안2차,84.987,2021,7,17,"38,700",2004
목동,491,힐스테이트동탄,61.9248,2021,7,24,"72,100",2019
향남읍 행정리,443,화성향남시범넓은들마을신명스카이뷰,84.9826,2021,7,27,"45,000",2008
남양읍 무송리,642,금광포란재,81.1484,2021,7,28,"17,800",2005
산척동,722,더레이크시티부영1단지,59.9912,2021,7,20,"62,000",2018
송동,693,동탄2하우스디더레이크,74.96,2021,7,17,"81,000",2016
남양읍 무송리,642,금광포란재,81.1484,2021,7,23,"15,600",2005
반월동,860,신영통현대3차,158.937,2021,7,9,"63,000",2001
목동,478,이편한세상동탄,84.42,2021,7,21,"67,900",2018
봉담읍 와우리,602,봉담한신더휴에듀파크,59.9708,2021,7,17,"44,700",2019
봉담읍 와우리,10,동보와우리아파트,24.3616,2021,7,10,"6,500",1999
청계동,519,더샵센트럴시티,97.046,2021,7,17,"159,500",2015
영천동,672,동탄역이지더원,84.9731,2021,7,17,"71,800",2015
송동,693,동탄2하우스디더레이크,59.99,2021,7,24,"75,000",2016
병점동,817,병점역센트럴허브시티,111.195,2021,7,12,"55,000",2004
장지동,966,금호어울림레이크,59.93,2021,7,22,"71,400",2018
병점동,817,병점역센트럴허브시티,84.925,2021,7,21,"32,000",2004
청계동,525,동탄역시범호반써밋,84.9537,2021,7,24,"107,500",2015
반송동,93-9,동탄하이페리온,132.66,2021,7,13,"89,500",2010
청계동,545,동탄역신안인스빌리베라1차,101.9997,2021,7,10,"90,000",2015
남양읍 남양리,2001,대광파인밸리,59.65,2021,7,10,"18,500",2003
능동,1109,능동마을이지더원,83.5573,2021,7,7,"62,800",2008
반월동,868,신영통현대2차,84.99,2021,7,14,"45,000",2002
봉담읍 유리,100-1,봉담베스트빌,84.9692,2021,7,16,"18,000",2003
능동,1131,자연앤데시앙,84.84,2021,7,12,"62,500",2008
기산동,467,행복마을 참누리 에듀파크(101동-113동),119.452,2021,7,9,"53,000",2006
병점동,849,안화동마을주공7단지,59.92,2021,7,16,"39,900",2004
오산동,1047,동탄2신도시금강펜테리움센트럴파크Ⅰ,84.9949,2021,7,27,"78,000",2016
반송동,222,나루마을한화꿈에그린우림필유,84.94,2021,7,1,"64,000",2007
남양읍 남양리,2312,시티프라디움1차아파트,84.9938,2021,7,3,"48,000",2018
진안동,911,진안골마을주공11단지,84.99,2021,7,6,"36,000",2004
진안동,911,진안골마을주공11단지,75.99,2021,7,12,"40,000",2004
병점동,870,병점역SK뷰아파트,121.35,2021,7,14,"47,000",2008
청계동,552,동탄역 호반 써밋,59.1612,2021,7,6,"67,200",2015
진안동,911,진안골마을주공11단지,84.99,2021,7,3,"37,500",2004
향남읍 행정리,482,향남살구꽃마을화성파크드림,84.9078,2021,7,8,"35,000",2008
청계동,552,동탄역 호반 써밋,84.9805,2021,7,17,"85,000",2015
목동,494,호반베르디움센트럴포레,84.8388,2021,7,17,"71,700",2017
산척동,721,더레이크시티부영2단지,84.52,2021,7,27,"93,900",2018
반송동,93-9,동탄하이페리온,132.66,2021,7,24,"82,000",2010
반송동,93-9,동탄하이페리온,107.13,2021,7,24,"68,000",2010
송동,693,동탄2하우스디더레이크,59.99,2021,7,24,"69,800",2016
반송동,93-6,센트럴S타운,20.64,2021,7,13,"10,100",2008
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,84.68,2021,7,14,"88,500",2007
봉담읍 와우리,591,봉담휴먼빌,120.0372,2021,7,3,"54,000",2012
목동,479,동탄금강펜테리움센트럴파크Ⅳ,84.8984,2021,7,24,"66,000",2018
청계동,538,동탄역센트럴푸르지오,84.9834,2021,7,14,"86,000",2015
향남읍 행정리,491,살구꽃마을제일오투그란데,147.9562,2021,7,21,"57,900",2008
장지동,923,금호어울림레이크2차,74.99,2021,7,24,"74,700",2019
봉담읍 상리,21-2,한신,59.96,2021,7,3,"28,000",1997
청계동,538,동탄역센트럴푸르지오,59.4313,2021,7,4,"69,500",2015
장지동,963,동탄호수자이파밀리에,51.75,2021,7,18,"56,000",2018
영천동,716,동탄역반도유보라아이비파크2.0,84.96,2021,7,20,"73,000",2016
장지동,976,제일풍경채에듀앤파크,59.5765,2021,7,17,"57,700",2018
장지동,923,금호어울림레이크2차,84.97,2021,7,23,"78,500",2019
능동,1150,동탄푸른마을신일해피트리,59.05,2021,7,17,"43,000",2008
반월동,880,반달마을두산위브1단지,84.927,2021,7,17,"59,500",2007
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,2021,7,23,"57,500",2018
송산동,97-129,신현대1차,59.37,2021,7,23,"18,000",1991
송동,693,동탄2하우스디더레이크,59.99,2021,7,7,"71,800",2016
영천동,662,동탄역센트럴상록아파트,59.98,2021,7,3,"82,850",2017
기안동,290,광도와이드빌,59.7118,2021,7,15,"28,200",2002
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2021,7,6,"49,000",2018
청계동,556,동탄역 더 힐,84.5413,2021,7,17,"67,700",2017
청계동,516,동탄역시범대원칸타빌아파트,84.786,2021,7,25,"129,000",2015
청계동,541,롯데캐슬 알바트로스,101.8848,2021,7,24,"105,000",2015
영천동,662,동탄역센트럴상록아파트,59.98,2021,7,3,"84,900",2017
진안동,929,진안파크자이아파트,84.9161,2021,7,13,"34,800",2004
남양읍 남양리,2001,대광파인밸리,84.96,2021,7,14,"33,250",2003
송동,693,동탄2하우스디더레이크,59.99,2021,7,17,"71,700",2016
청계동,541,롯데캐슬 알바트로스,101.9959,2021,7,17,"105,000",2015
청계동,552,동탄역 호반 써밋,84.9805,2021,7,24,"78,000",2015
청계동,552,동탄역 호반 써밋,84.9805,2021,7,10,"83,000",2015
반송동,93-9,동탄하이페리온,107.13,2021,7,17,"72,000",2010
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,7,21,"64,500",2007
청계동,513,동탄역시범리슈빌아파트,101.74,2021,7,3,"135,000",2015
송동,693,동탄2하우스디더레이크,74.88,2021,7,10,"83,500",2016
석우동,49,푸르지오,57.8,2021,7,1,"57,800",2008
새솔동,22,송산그린시티반도유보라아이비파크,74.9365,2021,7,9,"57,850",2018
향남읍 행정리,480,향남시범살구꽃마을풍림아이원,84.9878,2021,7,13,"35,500",2008
청계동,532,동탄역시범예미지아파트,84.8,2021,7,1,"93,200",2015
봉담읍 와우리,597,봉담센트럴푸르지오,84.6797,2021,7,10,"55,000",2017
영천동,890,동탄파크한양수자인,51.79,2021,7,6,"53,000",2019
능동,1151,푸른마을모아미래도,83.737,2021,7,23,"58,800",2008
목동,485,한신더휴,83.4162,2021,7,3,"74,000",2018
목동,491,힐스테이트동탄,84.8479,2021,7,12,"90,500",2019
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,7,21,"64,500",2007
석우동,55,롯데캐슬,99.21,2021,7,16,"80,000",2008
송동,693,동탄2하우스디더레이크,59.9,2021,7,21,"71,350",2016
목동,494,호반베르디움센트럴포레,84.8388,2021,7,8,"66,000",2017
산척동,729,호수공원역 센트럴시티,60.3768,2021,7,3,"73,500",2019
청계동,519,더샵센트럴시티,84.392,2021,7,3,"142,000",2015
정남면 발산리,490-12,동남훼미리,59.898,2021,7,22,"14,500",2000
산척동,745,레이크힐 반도유보라 아이비파크 10.2,96.7859,2021,7,10,"71,000",2018
영천동,677,동탄역경남아너스빌,84.0254,2021,7,19,"83,000",2016
오산동,998,동탄역에일린의뜰,84.9941,2021,7,20,"80,000",2016
산척동,722,더레이크시티부영1단지,59.9912,2021,7,14,"59,900",2018
청계동,516,동탄역시범대원칸타빌아파트,84.786,2021,7,17,"121,000",2015
청계동,547,동탄역신안인스빌리베라2차,72.9996,2021,7,3,"72,400",2016
목동,494,호반베르디움센트럴포레,84.8388,2021,7,22,"63,800",2017
송동,693,동탄2하우스디더레이크,74.88,2021,7,3,"81,500",2016
오산동,1011,동탄역중흥에스클래스,83.0109,2021,7,11,"72,500",2019
병점동,860,구봉마을우남퍼스트빌,97.1055,2021,7,23,"47,500",2004
오산동,1044,반도유보라아이비파크3,84.9897,2021,7,21,"89,000",2016
남양읍 남양리,2047,남양우림필유아파트,101.292,2021,7,24,"44,000",2009
장지동,923,금호어울림레이크2차,84.96,2021,7,14,"81,000",2019
청계동,547,동탄역신안인스빌리베라2차,59.968,2021,7,9,"66,500",2016
남양읍 남양리,2048,남양아이파크,132.3357,2021,7,17,"52,500",2009
목동,489,동탄동원로얄듀크2차,84.9889,2021,7,17,"74,000",2019
병점동,872,병점역양우내안애,58.99,2021,7,15,"39,900",2016
오산동,1044,반도유보라아이비파크3,74.9535,2021,7,22,"78,000",2016
병점동,859,병점역에듀포레,84.99,2021,7,23,"43,900",2004
병점동,819,안화동마을주공9단지,84.87,2021,7,5,"44,500",2005
기산동,476,에스케이뷰파크2차,59.9889,2021,7,23,"61,000",2017
산척동,699,동탄 더샵 레이크에듀타운,84.9802,2021,7,17,"106,000",2019
산척동,721,더레이크시티부영2단지,88.0279,2021,7,8,"89,500",2018
병점동,809,주공1단지,59.8,2021,7,3,"28,000",1997
매송면 천천리,92,삼미A단지,42.145,2021,7,19,"8,500",1986
장지동,923,금호어울림레이크2차,74.99,2021,7,13,"71,000",2019
봉담읍 동화리,647,봉담신동아파밀리에,84.9525,2021,7,24,"49,000",2015
기산동,464,삼성래미안1차,84.987,2021,7,21,"38,000",2003
매송면 천천리,92,삼미A단지,54.145,2021,7,24,"9,750",1986
향남읍 행정리,492,신영지웰,118.2844,2021,7,12,"62,000",2008
기산동,476,에스케이뷰파크2차,84.9675,2021,7,14,"74,500",2017
반송동,141,동탄센트럴포레스트,74.66,2021,7,10,"54,000",2009
봉담읍 와우리,237,신일해피트리2차,84.626,2021,7,17,"33,800",2005
정남면 발산리,490-12,동남훼미리,39.808,2021,7,23,"8,000",2000
영천동,662,동탄역센트럴상록아파트,59.98,2021,7,10,"83,000",2017
병점동,822,느치미마을2단지,51.86,2021,7,20,"26,000",2004
반송동,215,나루마을신도브래뉴,103.9466,2021,7,19,"84,000",2007
봉담읍 동화리,580,휴먼시아동화마을(6단지),84.85,2021,7,23,"44,850",2007
목동,494,호반베르디움센트럴포레,84.8388,2021,7,10,"62,500",2017
장지동,1009,레이크반도유보라아이비파크9.0,101.998,2021,7,24,"76,800",2017
영천동,716,동탄역반도유보라아이비파크2.0,84.9921,2021,7,17,"69,000",2016
반월동,960,e편한세상반월나노시티역,75.44,2021,7,17,"72,500",2017
산척동,745,레이크힐 반도유보라 아이비파크 10.2,84.9991,2021,7,12,"63,000",2018
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2021,7,23,"51,000",2018
능동,1115,동탄숲속마을자연앤경남아너스빌(1115-0),84.55,2021,7,24,"64,700",2008
새솔동,23,더펠리체휴먼빌,70.593,2021,7,12,"56,400",2018
목동,494,호반베르디움센트럴포레,84.669,2021,7,24,"68,000",2017
산척동,699,동탄 더샵 레이크에듀타운,84.9802,2021,7,23,"100,000",2019
청계동,541,롯데캐슬 알바트로스,122.6438,2021,7,17,"132,500",2015
봉담읍 와우리,210-26,수성효성,59.73,2021,7,12,"19,800",1996
영천동,677,동탄역경남아너스빌,84.0086,2021,7,26,"81,000",2016
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,2021,7,24,"52,700",2018
남양읍 신남리,1563,대광파인밸리골드,84.305,2021,7,17,"34,000",2004
능동,1131,자연앤데시앙,74.6,2021,7,9,"52,000",2008
기안동,349,우림그린빌리지,83.39,2021,7,8,"31,000",2001
향남읍 행정리,440,향남시범넓은마을향남지웰2차,84.843,2021,7,10,"48,300",2010
청계동,533,동탄역시범반도유보라아이비파크1.0,84.9885,2021,7,14,"96,900",2015
장지동,977,동탄2신도시호반베르디움33단지,84.9025,2021,7,10,"64,800",2018
능동,1132,동탄숲속마을 모아미래도1단지,60.49,2021,7,19,"48,900",2008
능동,1039,서동탄역우남퍼스트빌아파트,84.2119,2021,7,16,"44,000",2002
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,7,9,"64,900",2007
향남읍 행정리,443,화성향남시범넓은들마을신명스카이뷰,84.995,2021,7,22,"44,800",2008
병점동,819,안화동마을주공9단지,84.88,2021,7,15,"45,000",2005
반송동,75,동탄시범다은마을센트럴파크뷰,79.84,2021,7,17,"55,000",2008
석우동,49,푸르지오,59.556,2021,7,10,"49,800",2008
남양읍 남양리,415,남양우림,59.301,2021,7,19,"17,500",2001
향남읍 행정리,443,화성향남시범넓은들마을신명스카이뷰,84.9826,2021,7,23,"51,500",2008
청계동,541,롯데캐슬 알바트로스,101.8848,2021,7,5,"97,000",2015
산척동,733,더레이크시티부영6단지,84.52,2021,7,14,"80,000",2018
향남읍 행정리,492,신영지웰,118.2844,2021,7,16,"59,000",2008
반송동,222,나루마을한화꿈에그린우림필유,84.94,2021,7,21,"63,000",2007
장지동,963,동탄호수자이파밀리에,74.89,2021,7,17,"72,000",2018
반송동,93-3,동탄파라곤,173.99,2021,7,16,"115,000",2010
안녕동,49-6,남수원현대,84.98,2021,7,22,"28,800",1997
석우동,49,푸르지오,84.065,2021,7,17,"70,000",2008
청계동,536,시범반도유보라아이비파크4.0,84.9705,2021,7,17,"107,000",2018
청계동,532,동탄역시범예미지아파트,74.968,2021,7,19,"91,500",2015
반월동,868,신영통현대2차,84.99,2021,7,8,"40,500",2002
산척동,729,호수공원역 센트럴시티,60.3768,2021,7,17,"74,800",2019
새솔동,18,송산그린시티이지더원레이크뷰아파트,84.9256,2021,7,6,"67,000",2018
새솔동,14,송산신도시대방노블랜드더퍼스티지1차,84.9556,2021,7,17,"72,800",2018
반송동,141,동탄센트럴포레스트,74.66,2021,7,10,"55,000",2009
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,76,2021,7,21,"76,800",2007
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,7,13,"63,000",2007
병점동,819,안화동마을주공9단지,84.87,2021,7,7,"41,800",2005
능동,1131,자연앤데시앙,74.6,2021,7,14,"56,800",2008
향남읍 발안리,295,발안마을주공,51.74,2021,7,17,"21,900",2003
남양읍 남양리,2005,푸르뫼금강에스쁘아,82.692,2021,7,19,"22,800",2004
우정읍 조암리,791,화성조암한라비발디,84.9078,2021,7,22,"21,000",2012
봉담읍 와우리,597,봉담센트럴푸르지오,74.8151,2021,7,14,"55,000",2017
목동,485,한신더휴,76.4713,2021,7,10,"70,000",2018
청계동,512,동탄역 시범우남퍼스트빌아파트,59.98,2021,7,8,"102,000",2015
병점동,817,병점역센트럴허브시티,111.195,2021,7,23,"54,000",2004
오산동,1001,동탄역더샵센트럴시티2차,74.85,2021,7,11,"82,000",2018
기안동,910,신일해피트리,84.9745,2021,7,7,"34,800",2004
오산동,1044,반도유보라아이비파크3,59.987,2021,7,3,"65,700",2016
정남면 발산리,490-12,동남훼미리,59.898,2021,7,5,"14,500",2000
산척동,745,레이크힐 반도유보라 아이비파크 10.2,96.7859,2021,7,10,"71,000",2018
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,76.78,2021,7,9,"76,500",2007
반월동,860,신영통현대3차,158.937,2021,7,19,"64,000",2001
청계동,538,동탄역센트럴푸르지오,59.3401,2021,7,17,"68,300",2015
반송동,75,동탄시범다은마을센트럴파크뷰,81.512,2021,7,14,"53,000",2008
오산동,1011,동탄역중흥에스클래스,83.0109,2021,7,17,"73,000",2019
안녕동,211,병점역동문굿모닝힐,84.9907,2021,7,21,"39,700",2006
능동,1116,동탄숲속마을 광명메이루즈,84.23,2021,7,10,"64,500",2008
목동,478,이편한세상동탄,74.67,2021,7,8,"61,800",2018
남양읍 남양리,2047,남양우림필유아파트,101.092,2021,7,20,"42,000",2009
장지동,923,금호어울림레이크2차,84.97,2021,7,10,"78,500",2019
장지동,963,동탄호수자이파밀리에,74.89,2021,7,15,"71,000",2018
장지동,963,동탄호수자이파밀리에,74.89,2021,7,17,"72,000",2018
병점동,819,안화동마을주공9단지,75.79,2021,7,20,"33,500",2005
오산동,1047,동탄2신도시금강펜테리움센트럴파크Ⅰ,84.9949,2021,7,17,"70,000",2016
안녕동,212,아름마을신한미지엔,84.994,2021,7,21,"35,000",2006
능동,1041,서동탄역우남퍼스트빌아파트,84.2119,2021,7,17,"44,500",2003
남양읍 남양리,2001,대광파인밸리,59.65,2021,7,20,"18,500",2003
남양읍 남양리,2001,대광파인밸리,59.65,2021,7,20,"18,500",2003
기산동,476,에스케이뷰파크2차,59.9889,2021,7,1,"59,500",2017
목동,478,이편한세상동탄,74.67,2021,7,1,"60,000",2018
목동,494,호반베르디움센트럴포레,84.8388,2021,7,19,"73,000",2017
산척동,699,동탄 더샵 레이크에듀타운,84.9318,2021,7,21,"105,000",2019
기산동,476,에스케이뷰파크2차,59.9901,2021,7,3,"55,000",2017
병점동,819,안화동마을주공9단지,84.87,2021,7,14,"41,500",2005
반월동,885,반달마을푸르지오,84.899,2021,7,12,"45,350",2007
장안면 사곡리,125-3,진명102동,45.36,2021,7,1,"4,500",1999
향남읍 행정리,475,화성향남시범복사꽃마을상록하늘채아파,84.8478,2021,7,8,"41,500",2009
반송동,98,METAPOLIS,96.22,2021,7,21,"96,300",2010
영천동,716,동탄역반도유보라아이비파크2.0,84.9921,2021,7,14,"72,000",2016
기안동,910,신일해피트리,84.9745,2021,7,17,"36,000",2004
진안동,935,월드메르디앙1단지,84.9095,2021,7,17,"39,500",2005
기안동,349,우림그린빌리지,83.39,2021,7,3,"32,500",2001
봉담읍 와우리,237,신일해피트리2차,59.746,2021,7,19,"30,000",2005
능동,1150,동탄푸른마을신일해피트리,59.05,2021,7,17,"50,500",2008
기안동,290,광도와이드빌,59.7118,2021,7,21,"17,500",2002
남양읍 남양리,2299,남양뉴타운양우내안애1차,69.8681,2021,7,12,"37,500",2016
반송동,98,METAPOLIS,96.22,2021,7,14,"96,000",2010
청계동,536,시범반도유보라아이비파크4.0,84.8302,2021,7,9,"110,000",2018
능동,1109,능동마을이지더원,78.2912,2021,7,13,"60,000",2008
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,7,13,"64,000",2007
능동,1109,능동마을이지더원,83.5573,2021,7,12,"68,000",2008
목동,478,이편한세상동탄,89.01,2021,7,6,"76,700",2018
청계동,512,동탄역 시범우남퍼스트빌아파트,59.98,2021,7,8,"102,000",2015
능동,1129,동탄숲속마을모아미래도2단지,101.23,2021,7,17,"62,000",2008
능동,1150,동탄푸른마을신일해피트리,59.05,2021,7,17,"48,000",2008
반송동,141,동탄센트럴포레스트,74.66,2021,7,7,"54,000",2009
청계동,552,동탄역 호반 써밋,84.957,2021,7,10,"80,000",2015
능동,1124,동탄숲속마을자연앤경남아너스빌(1124-0),76.51,2021,7,17,"64,500",2008
능동,1109,능동마을이지더원,78.2912,2021,7,3,"58,000",2008
목동,486,동탄2신도시호반베르디움22단지,53.4754,2021,7,6,"60,800",2017
목동,478,이편한세상동탄,74.44,2021,7,4,"62,800",2018
청계동,547,동탄역신안인스빌리베라2차,59.968,2021,7,17,"62,500",2016
반송동,80,동탄시범다은마을 월드메르디앙 반도유보라,59.07,2021,7,13,"66,000",2007
산척동,730,더레이크시티부영5단지,84.52,2021,7,4,"85,000",2018
반송동,224,동탄나루마을동탄역U.BORA여울숲1.0,84.6841,2021,7,1,"60,900",2007
목동,478,이편한세상동탄,84.2,2021,7,9,"67,800",2018
반송동,134,솔빛마을신도브래뉴,79.6171,2021,7,9,"61,500",2007
능동,1151,푸른마을모아미래도,59.039,2021,7,3,"50,800",2008
청계동,525,동탄역시범호반써밋,84.9537,2021,7,10,"103,800",2015
목동,486,동탄2신도시호반베르디움22단지,53.4754,2021,7,5,"58,000",2017
장지동,963,동탄호수자이파밀리에,59.96,2021,7,6,"60,000",2018
목동,489,동탄동원로얄듀크2차,84.9889,2021,7,16,"73,000",2019
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,2021,7,16,"57,500",2018
목동,485,한신더휴,83.4162,2021,7,13,"73,800",2018
병점동,859,병점역에듀포레,75.99,2021,7,1,"41,700",2004
반송동,135,솔빛마을쌍용예가,84.9794,2021,7,10,"66,000",2007
오산동,1044,반도유보라아이비파크3,59.9942,2021,7,16,"66,000",2016
장지동,966,금호어울림레이크,59.93,2021,7,14,"71,800",2018
반송동,83,시범한빛마을삼부르네상스,84.768,2021,7,14,"73,500",2007
청계동,533,동탄역시범반도유보라아이비파크1.0,84.9885,2021,7,1,"96,700",2015
새솔동,14,송산신도시대방노블랜드더퍼스티지1차,84.9556,2021,7,5,"68,000",2018
장지동,977,동탄2신도시호반베르디움33단지,76.7676,2021,7,3,"59,900",2018
향남읍 행정리,482,향남살구꽃마을화성파크드림,84.9511,2021,7,3,"41,000",2008
산척동,730,더레이크시티부영5단지,84.5442,2021,7,3,"82,700",2018
목동,494,호반베르디움센트럴포레,98.1497,2021,7,12,"81,500",2017
안녕동,212,아름마을신한미지엔,114.595,2021,7,19,"41,500",2006
병점동,858,정든마을신창2차,101.983,2021,7,1,"49,000",2004
능동,1282,서동탄역파크자이,100.5303,2021,7,14,"68,000",2018
목동,478,이편한세상동탄,74.73,2021,7,17,"62,800",2018
새솔동,14,송산신도시대방노블랜드더퍼스티지1차,84.9556,2021,7,11,"71,000",2018
반송동,85,시범한빛마을동탄아이파크,84.96,2021,7,20,"91,000",2007
반송동,200,나루마을한화꿈에그린,97.6,2021,7,5,"69,500",2007
송동,693,동탄2하우스디더레이크,59.99,2021,7,3,"72,500",2016
청계동,558,동탄역대원칸타빌포레지움,84.208,2021,7,17,"74,700",2015
남양읍 남양리,415,남양우림,59.171,2021,7,16,"16,900",2001
송동,693,동탄2하우스디더레이크,74.88,2021,7,8,"85,000",2016
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.8742,2021,7,10,"49,000",2018
능동,1041,서동탄역우남퍼스트빌아파트,84.2119,2021,7,6,"40,000",2003
봉담읍 와우리,10,동보와우리아파트,24.3616,2021,7,21,"6,400",1999
능동,1039,서동탄역우남퍼스트빌아파트,84.2119,2021,7,5,"43,000",2002
산척동,699,동탄 더샵 레이크에듀타운,84.9802,2021,7,10,"99,000",2019
반송동,83,시범한빛마을삼부르네상스,84.768,2021,7,20,"73,000",2007
송동,693,동탄2하우스디더레이크,84.93,2021,7,20,"87,700",2016
향남읍 행정리,494,한일베라체,104.0872,2021,7,20,"49,000",2008
마도면 두곡리,590,백상화인빌,59.96,2021,7,6,"13,300",2005
봉담읍 동화리,628,휴먼시아동화마을5단지,84.85,2021,7,13,"39,000",2008
봉담읍 동화리,628,휴먼시아동화마을5단지,84.91,2021,7,3,"38,000",2008
봉담읍 수영리,673,한울마을신창비바패밀리2단지,84.7816,2021,7,3,"37,950",2008
안녕동,212,아름마을신한미지엔,84.994,2021,7,13,"35,000",2006
봉담읍 와우리,602,봉담한신더휴에듀파크,84.7502,2021,7,3,"57,000",2019
능동,1137,푸른마을두산위브,81.49,2021,7,20,"61,500",2007
병점동,817,병점역센트럴허브시티,111.195,2021,7,20,"55,000",2004
능동,1131,자연앤데시앙,59.52,2021,7,3,"49,500",2008
향남읍 행정리,492,신영지웰,118.2798,2021,7,9,"59,500",2008
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2021,7,14,"52,500",2018
안녕동,212,아름마을신한미지엔,84.994,2021,7,5,"31,000",2006
안녕동,212,아름마을신한미지엔,84.994,2021,7,12,"34,000",2006
송동,693,동탄2하우스디더레이크,59.9,2021,7,1,"68,500",2016
목동,485,한신더휴,83.7489,2021,7,17,"75,000",2018
반송동,200,나루마을한화꿈에그린,113.61,2021,7,10,"82,500",2007
반송동,82,시범한빛마을금호어울림,84.465,2021,7,17,"85,000",2007
반송동,82,시범한빛마을금호어울림,66.962,2021,7,19,"59,000",2007
반송동,90-2,서해더블루(90-2),110.4445,2021,7,5,"58,000",2010
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),74.1263,2021,7,10,"57,800",2018
반송동,222,나루마을한화꿈에그린우림필유,84.96,2021,7,9,"62,700",2007
오산동,1044,반도유보라아이비파크3,74.9535,2021,7,9,"78,000",2016
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2021,7,9,"49,800",2018
청계동,550,KCC스위첸아파트,84.11,2021,7,3,"75,000",2015
산척동,733,더레이크시티부영6단지,59.9912,2021,7,8,"59,800",2018
산척동,722,더레이크시티부영1단지,59.9912,2021,7,1,"60,000",2018
산척동,744,그린힐 반도유보라 아이비파크 10(1단지),59.7731,2021,7,12,"50,000",2018
병점동,485,한신,84.918,2021,7,6,"36,800",1999
향남읍 하길리,1464,화성향남서봉마을사랑으로부영3단지,84.9933,2021,7,20,"30,000",2015
병점동,282,남수원두산,134.97,2021,7,9,"49,500",2000
병점동,282,남수원두산,84.9,2021,7,6,"40,000",2000
새솔동,11,송산신도시대방노블랜드리버스위트2차,84.9692,2021,7,16,"75,000",2019
목동,491,힐스테이트동탄,74.9757,2021,7,16,"83,800",2019
장지동,976,제일풍경채에듀앤파크,59.5765,2021,7,17,"56,000",2018
기안동,358,평생플러스빌,83.9252,2021,7,9,"29,800",2001
청계동,541,롯데캐슬 알바트로스,101.8848,2021,7,20,"96,000",2015
능동,1066-8,에스원스마트빌,14.201,2021,7,15,"6,000",2012
영천동,670,동탄역센트럴예미지,96.8763,2021,7,1,"109,700",2017
병점동,871,병점역효성해링턴플레이스,84.9684,2021,7,13,"50,800",2013
